1686224769.318095,192.168.29.136,46394,20008,18718,4016
1686224769.324900,192.168.29.136,46394,20008,18718,4016
1686224769.347977,192.168.29.136,46394,20008,18718,4016
1686224769.354627,192.168.29.136,46394,20008,18718,4016
1686224769.410539,192.168.29.136,46394,20008,18718,4016
1686224769.417085,192.168.29.136,46394,20008,18718,4016
1686224769.417468,192.168.29.136,46394,20008,18718,4016
1686224769.450406,192.168.29.136,46394,20008,18718,4016
1686224769.457088,192.168.29.136,46394,20008,18718,4016
1686224769.545213,192.168.29.136,46394,20008,18718,4016
1686224769.551857,192.168.29.136,46394,20008,18718,4016
1686224769.558594,192.168.29.136,46394,20008,18718,4016
1686224769.576052,192.168.29.136,46394,20008,18718,4016
1686224769.690898,192.168.29.136,46394,20008,18718,4016
1686224769.702799,192.168.29.136,46394,20008,18718,4016
1686224769.703700,192.168.29.136,46394,20008,18718,4016
1686224769.797893,192.168.29.136,46394,20008,18718,4016
1686224769.798533,192.168.29.136,46394,20008,18718,4016
1686224769.810108,192.168.29.136,46394,20008,18718,4016
1686224769.962108,192.168.29.136,46394,20008,18718,4016
1686224769.963184,192.168.29.136,46394,20008,18718,4016
1686224769.975055,192.168.29.136,46394,20008,18718,4016
1686224770.036811,192.168.29.136,46394,20008,18718,4016
1686224770.054114,192.168.29.136,46394,20008,18718,4016
1686224770.061169,192.168.29.136,46394,20008,18718,4016
1686224770.170503,192.168.29.136,46394,20008,18718,4016
1686224770.193259,192.168.29.136,46394,20008,18718,4016
1686224770.193916,192.168.29.136,46394,20008,18718,4016
1686224770.194825,192.168.29.136,46394,20008,18718,4016
1686224770.206920,192.168.29.136,46394,20008,18718,4016
1686224770.213876,192.168.29.136,46394,20008,18718,4016
1686224770.296609,192.168.29.136,46394,20008,18718,4016
1686224770.303491,192.168.29.136,46394,20008,18718,4016
1686224770.309955,192.168.29.136,46394,20008,18718,4016
1686224770.327497,192.168.29.136,46394,20008,18718,4016
1686224770.344600,192.168.29.136,46394,20008,18718,4016
1686224770.351253,192.168.29.136,46394,20008,18718,4016
1686224770.362945,192.168.29.136,46394,20008,18718,4016
1686224770.363973,192.168.29.136,46394,20008,18718,4016
1686224770.370381,192.168.29.136,46394,20008,18718,4016
1686224770.376752,192.168.29.136,46394,20008,18718,4016
1686224770.382596,192.168.29.136,46394,20008,18718,4016
1686224770.383173,192.168.29.136,46394,20008,18718,4016
1686224770.410689,192.168.29.136,46394,20008,18718,4016
1686224770.423233,192.168.29.136,46394,20008,18718,4016
1686224770.435162,192.168.29.136,46394,20008,18718,4016
1686224770.447171,192.168.29.136,46394,20008,18718,4016
1686224770.459038,192.168.29.136,46394,20008,18718,4016
1686224770.569051,192.168.29.136,46394,20008,18718,4016
1686224770.580743,192.168.29.136,46394,20008,18718,4016
1686224770.587155,192.168.29.136,46394,20008,18718,4016
1686224770.587699,192.168.29.136,46394,20008,18718,4016
1686224770.593416,192.168.29.136,46394,20008,18718,4016
1686224770.599776,192.168.29.136,46394,20008,18718,4016
1686224770.606040,192.168.29.136,46394,20008,18718,4016
1686224770.617927,192.168.29.136,46394,20008,18718,4016
1686224770.618761,192.168.29.136,46394,20008,18718,4016
1686224770.625333,192.168.29.136,46394,20008,18718,4016
1686224770.637879,192.168.29.136,46394,20008,18718,4016
1686224770.650380,192.168.29.136,46394,20008,18718,4016
1686224770.657039,192.168.29.136,46394,20008,18718,4016
1686224770.668936,192.168.29.136,46394,20008,18718,4016
1686224770.680836,192.168.29.136,46394,20008,18718,4016
1686224770.693066,192.168.29.136,46394,20008,18718,4016
1686224770.699484,192.168.29.136,46394,20008,18718,4016
1686224770.706066,192.168.29.136,46394,20008,18718,4016
1686224770.723395,192.168.29.136,46394,20008,18718,4016
1686224770.796124,192.168.29.136,46394,20008,18718,4016
1686224770.824075,192.168.29.136,46394,20008,18718,4016
1686224770.835939,192.168.29.136,46394,20008,18718,4016
