1686225879.234518,in-event <InotifyEvent: src_path=b'FirewallRules.json', wd=1, mask=IN_OPEN, cookie=0, name=''>
1686225882.177194,192.168.29.136,54888,3765808079,0,10,0,S,64240,30313,0,60
1686225882.272472,192.168.29.136,54900,1444496445,0,10,0,S,64240,26700,0,60
1686225882.311826,192.168.29.136,54904,643461105,0,10,0,S,64240,27730,0,60
1686225882.324126,192.168.29.136,54912,436976815,0,10,0,S,64240,11225,0,60
1686225882.385853,192.168.29.136,54916,1695177271,0,10,0,S,64240,17229,0,60
1686225882.392563,192.168.29.136,54888,3765808080,2435246469,8,0,A,502,23702,0,52
1686225882.448138,192.168.29.136,54888,3765808080,2435246469,8,0,PA,502,34680,0,210
1686225882.454905,192.168.29.136,54900,1444496446,514702030,8,0,A,502,61274,0,52
1686225882.549088,192.168.29.136,54900,1444496446,514702030,8,0,PA,502,8728,0,215
1686225882.555929,192.168.29.136,54904,643461106,455425674,8,0,A,502,29461,0,52
1686225882.562684,192.168.29.136,54904,643461106,455425674,8,0,PA,502,21426,0,202
1686225882.569258,192.168.29.136,54912,436976816,3933047086,8,0,A,502,6199,0,52
1686225882.570476,192.168.29.136,54912,436976816,3933047086,8,0,PA,502,5272,0,207
1686225882.588113,192.168.29.136,54916,1695177272,2396794497,8,0,A,502,58843,0,52
1686225882.589033,192.168.29.136,54916,1695177272,2396794497,8,0,PA,502,4286,0,210
1686225882.672803,192.168.29.136,54888,3765808238,2435246643,8,0,A,501,22594,0,52
1686225882.684748,192.168.29.136,54888,3765808238,2435248091,8,0,A,501,21144,0,52
1686225882.691151,192.168.29.136,54888,3765808238,2435249539,8,0,A,496,19700,0,52
1686225882.703439,192.168.29.136,54888,3765808238,2435250987,8,0,A,489,18259,0,52
1686225882.726965,192.168.29.136,54888,3765808238,2435252435,8,0,A,501,16797,0,52
1686225882.739631,192.168.29.136,54888,3765808238,2435253883,8,0,A,496,15354,0,52
1686225882.751900,192.168.29.136,54904,643461256,455425847,8,0,A,501,28460,0,52
1686225882.764496,192.168.29.136,54912,436976971,3933047260,8,0,A,501,5313,0,52
1686225882.776612,192.168.29.136,54912,436976971,3933048708,8,0,A,500,3865,0,52
1686225882.788237,192.168.29.136,54912,436976971,3933050156,8,0,A,492,2424,0,52
1686225882.794621,192.168.29.136,54916,1695177430,2396794671,8,0,A,501,57966,0,52
1686225882.795557,192.168.29.136,54916,1695177430,2396796119,8,0,A,500,56518,0,52
1686225882.801979,192.168.29.136,54916,1695177430,2396797567,8,0,A,492,55077,0,52
1686225882.802729,192.168.29.136,54916,1695177430,2396799015,8,0,A,485,53635,0,52
1686225882.819722,192.168.29.136,54916,1695177430,2396800463,8,0,A,477,52195,0,52
1686225882.826346,192.168.29.136,54916,1695177430,2396801911,8,0,A,470,50753,0,52
1686225882.827088,192.168.29.136,54900,1444496609,514702204,8,0,A,501,60225,0,52
1686225882.843762,192.168.29.136,54900,1444496609,514703652,8,0,A,500,58778,0,52
1686225882.855589,192.168.29.136,54900,1444496609,514705100,8,0,A,492,57337,0,52
1686225882.862434,192.168.29.136,54900,1444496609,514706548,8,0,A,485,55895,0,52
1686225882.868788,192.168.29.136,54900,1444496609,514707996,8,0,A,477,54454,0,52
1686225882.869547,192.168.29.136,54900,1444496609,514709444,8,0,A,501,52981,0,52
1686225882.908348,192.168.29.136,54900,1444496609,514710892,8,0,A,496,51536,0,52
1686225882.947896,192.168.29.136,54888,3765808238,2435254261,8,0,FA,501,14950,0,52
1686225882.954879,192.168.29.136,54918,288375715,0,10,0,S,64240,43949,0,60
1686225882.967861,192.168.29.136,54912,436976971,3933050824,8,0,FA,501,1724,0,52
1686225882.974697,192.168.29.136,54904,643461256,455426369,8,0,FA,501,27910,0,52
1686225882.982567,192.168.29.136,54900,1444496609,514711473,8,0,FA,501,50935,0,52
1686225882.983716,192.168.29.136,54920,680991981,0,10,0,S,64240,47860,0,60
1686225882.984651,192.168.29.136,54916,1695177430,2396802288,8,0,A,501,50088,0,52
1686225882.996529,192.168.29.136,54916,1695177430,2396802288,8,0,FA,501,50087,0,52
1686225883.037647,192.168.29.136,54918,288375716,3847728226,8,0,A,502,30574,0,52
1686225883.038598,192.168.29.136,54918,288375716,3847728226,8,0,PA,502,29647,0,207
1686225883.061374,192.168.29.136,54920,680991982,3680619633,8,0,A,502,28799,0,52
1686225883.073458,192.168.29.136,54920,680991982,3680619633,8,0,PA,502,20763,0,202
1686225883.074732,192.168.29.136,54916,1695177431,2396802289,8,0,A,501,49600,0,52
1686225883.091185,192.168.29.136,54918,288375871,3847728400,8,0,A,501,29999,0,52
1686225883.102918,192.168.29.136,54918,288375871,3847729848,8,0,A,501,28550,0,52
1686225883.115549,192.168.29.136,54918,288375871,3847731296,8,0,A,501,27101,0,52
1686225883.128649,192.168.29.136,54918,288375871,3847731963,8,0,A,501,26411,0,52
1686225883.129730,192.168.29.136,54918,288375871,3847731963,8,0,FA,501,26410,0,52
1686225883.141942,192.168.29.136,54920,680992132,3680619806,8,0,A,501,28214,0,52
1686225883.176413,192.168.29.136,54918,288375872,3847731964,8,0,A,501,26357,0,52
1686225883.188232,192.168.29.136,54920,680992132,3680620327,8,0,A,501,27572,0,52
1686225883.200128,192.168.29.136,54920,680992132,3680620327,8,0,FA,501,27570,0,52
1686225890.844957,192.168.29.136,53050,873643930,0,10,0,S,64240,62554,0,60
1686225890.868856,192.168.29.136,53050,873643931,3913331280,8,0,A,502,39001,0,52
1686225890.880898,192.168.29.136,53050,873643931,3913331280,8,0,PA,502,38074,0,207
1686225890.886821,192.168.29.136,54920,680992133,3680620328,8,0,A,501,12160,0,52
1686225890.966850,192.168.29.136,53050,873644086,3913331454,8,0,A,501,38466,0,52
1686225890.968086,192.168.29.136,53050,873644086,3913332902,8,0,A,501,37017,0,52
1686225890.969043,192.168.29.136,53050,873644086,3913334350,8,0,A,501,35568,0,52
1686225890.980994,192.168.29.136,53050,873644086,3913335017,8,0,A,501,34898,0,52
1686225890.992957,192.168.29.136,53050,873644086,3913335017,8,0,FA,501,34897,0,52
1686225902.259798,192.168.29.136,56988,3216435525,0,10,0,S,64240,809,0,60
1686225902.277819,192.168.29.136,56988,3216435526,1184383919,8,0,A,502,35812,0,52
1686225902.289914,192.168.29.136,56988,3216435526,1184383919,8,0,PA,502,61629,0,205
1686225902.296757,192.168.29.136,53050,873644087,3913335018,8,0,A,501,12252,0,52
1686225902.322492,192.168.29.136,56988,3216435679,1184384091,8,0,A,501,35378,0,52
1686225902.378335,192.168.29.136,56988,3216435679,1184384102,8,0,A,501,35331,0,52
1686225902.385182,192.168.29.136,56988,3216435679,1184384102,8,0,FA,501,35329,0,52
1686225915.745909,192.168.29.136,39748,919416208,0,10,0,S,64240,22104,0,60
1686225915.775024,192.168.29.136,39748,919416209,3161615874,8,0,A,502,2597,0,52
1686225915.787476,192.168.29.136,39748,919416209,3161615874,8,0,PA,502,48668,0,223
1686225915.805057,192.168.29.136,56988,3216435680,1184384103,8,0,A,501,8420,0,52
1686225915.900455,192.168.29.136,39748,919416380,3161616049,8,0,A,501,2002,0,52
1686225915.918821,192.168.29.136,39748,919416380,3161617497,8,0,A,501,552,0,52
1686225915.959147,192.168.29.136,39748,919416380,3161618945,8,0,A,501,64637,0,52
1686225915.980175,192.168.29.136,39748,919416380,3161620393,8,0,A,501,63187,0,52
1686225915.992994,192.168.29.136,39748,919416380,3161621841,8,0,A,501,61739,0,52
1686225915.994218,192.168.29.136,39748,919416380,3161623289,8,0,A,501,60289,0,52
1686225916.000791,192.168.29.136,39748,919416380,3161624737,8,0,A,501,58839,0,52
1686225916.078663,192.168.29.136,39748,919416380,3161626185,8,0,A,501,57391,0,52
1686225916.079896,192.168.29.136,39748,919416380,3161627633,8,0,A,496,55947,0,52
1686225916.080614,192.168.29.136,39748,919416380,3161629081,8,0,A,501,54493,0,52
1686225916.081276,192.168.29.136,39748,919416380,3161631977,8,0,A,496,51565,0,52
1686225916.109753,192.168.29.136,39748,919416380,3161634873,8,0,A,521,48565,0,52
1686225916.121919,192.168.29.136,39748,919416380,3161637769,8,0,A,521,45631,0,52
1686225916.123029,192.168.29.136,39748,919416380,3161640665,8,0,A,521,42703,0,52
1686225916.139907,192.168.29.136,39748,919416380,3161641911,8,0,A,528,41448,0,52
1686225916.156918,192.168.29.136,39748,919416380,3161641911,8,0,FA,528,41446,0,52
1686225928.016433,192.168.29.136,50034,1558331583,0,10,0,S,64240,50395,0,60
1686225928.068805,192.168.29.136,50034,1558331584,4007344371,8,0,A,502,19343,0,52
1686225928.081159,192.168.29.136,50034,1558331584,4007344371,8,0,PA,502,22354,0,206
1686225928.098907,192.168.29.136,39748,919416381,3161641912,8,0,A,528,17269,0,52
1686225928.142727,192.168.29.136,50034,1558331738,4007344545,8,0,A,501,18800,0,52
1686225928.154430,192.168.29.136,50034,1558331738,4007345993,8,0,A,500,17353,0,52
1686225928.161219,192.168.29.136,50034,1558331738,4007346355,8,0,A,501,16954,0,52
1686225928.161902,192.168.29.136,50034,1558331738,4007346355,8,0,FA,501,16952,0,52
1686225932.390736,192.168.29.136,60194,3702444435,0,10,0,S,64240,31619,0,60
1686225932.402857,192.168.29.136,60194,3702444436,1737825777,8,0,A,502,37733,0,52
1686225932.414408,192.168.29.136,60194,3702444436,1737825777,8,0,PA,502,29698,0,202
1686225932.415351,192.168.29.136,50034,1558331739,4007346356,8,0,A,501,8453,0,52
1686225932.469177,192.168.29.136,60194,3702444586,1737825950,8,0,A,501,37280,0,52
1686225932.470443,192.168.29.136,60194,3702444586,1737826471,8,0,A,501,36744,0,52
1686225932.471015,192.168.29.136,60194,3702444586,1737826471,8,0,FA,501,36743,0,52
1686225934.022282,192.168.29.136,60204,879490080,0,10,0,S,64240,64196,0,60
1686225934.034578,192.168.29.136,60204,879490081,2164829553,8,0,A,502,25439,0,52
1686225934.068380,192.168.29.136,60204,879490081,2164829553,8,0,PA,502,51256,0,205
1686225934.080358,192.168.29.136,60194,3702444587,1737826472,8,0,A,501,33545,0,52
1686225934.112296,192.168.29.136,60204,879490234,2164829725,8,0,A,501,24961,0,52
1686225934.156689,192.168.29.136,60204,879490234,2164829736,8,0,A,501,24859,0,52
1686225934.162426,192.168.29.136,60204,879490234,2164829736,8,0,FA,501,24858,0,52
1686225941.141099,192.168.29.136,40618,3974046874,0,10,0,S,64240,17030,0,60
1686225941.176113,192.168.29.136,40618,3974046875,3442048861,8,0,A,502,28977,0,52
1686225941.177242,192.168.29.136,40618,3974046875,3442048861,8,0,PA,502,9514,0,223
1686225941.194303,192.168.29.136,60204,879490235,2164829737,8,0,A,501,10803,0,52
1686225941.213094,192.168.29.136,40618,3974047046,3442049036,8,0,A,501,28532,0,52
1686225941.224874,192.168.29.136,40618,3974047046,3442050484,8,0,A,501,27084,0,52
1686225941.363653,192.168.29.136,40618,3974047046,3442051932,8,0,A,501,25634,0,52
1686225941.369987,192.168.29.136,40618,3974047046,3442053380,8,0,A,501,24186,0,52
1686225941.370249,192.168.29.136,40618,3974047046,3442054828,8,0,A,501,22737,0,52
1686225941.403948,192.168.29.136,40618,3974047046,3442056276,8,0,A,501,21288,0,52
1686225941.411358,192.168.29.136,40618,3974047046,3442057724,8,0,A,501,19840,0,52
1686225941.417833,192.168.29.136,40618,3974047046,3442059172,8,0,A,501,18390,0,52
1686225941.429751,192.168.29.136,40618,3974047046,3442060620,8,0,A,501,16942,0,52
1686225941.442099,192.168.29.136,40618,3974047046,3442062068,8,0,A,501,15492,0,52
1686225941.454864,192.168.29.136,40618,3974047046,3442064964,8,0,A,496,12577,0,52
1686225941.477954,192.168.29.136,40618,3974047046,3442064964,11,0,A,501,59756,0,64
1686225941.490067,192.168.29.136,40618,3974047046,3442066412,8,0,A,524,10825,0,52
1686225941.589792,192.168.29.136,40618,3974047046,3442067860,8,0,A,521,9380,0,52
1686225941.601951,192.168.29.136,40618,3974047046,3442070756,8,0,A,521,6469,0,52
1686225941.602749,192.168.29.136,40618,3974047046,3442072204,8,0,A,528,4932,0,52
1686225941.603423,192.168.29.136,40618,3974047046,3442074898,8,0,A,521,2244,0,52
1686225941.615152,192.168.29.136,40618,3974047046,3442074898,8,0,FA,528,2236,0,52
1686225941.689629,192.168.29.136,40618,3974047046,3442074898,8,0,FA,528,2003,0,52
1686225941.701749,192.168.29.136,40630,3880441967,0,10,0,S,64240,37381,0,60
1686225941.762706,192.168.29.136,40630,3880441968,4040504367,8,0,A,502,58811,0,52
1686225941.769229,192.168.29.136,40630,3880441968,4040504367,8,0,PA,502,6266,0,215
1686225941.770081,192.168.29.136,40618,3974047047,3442074899,8,0,A,528,1519,0,52
1686225941.789089,192.168.29.136,40630,3880442131,4040504541,8,0,A,501,58418,0,52
1686225941.806273,192.168.29.136,40630,3880442131,4040505989,8,0,A,501,56968,0,52
1686225941.818587,192.168.29.136,40630,3880442131,4040507437,8,0,A,501,55520,0,52
1686225941.825226,192.168.29.136,40630,3880442131,4040508885,8,0,A,501,54070,0,52
1686225941.837086,192.168.29.136,40630,3880442131,4040510333,8,0,A,501,52620,0,52
1686225941.838176,192.168.29.136,40630,3880442131,4040511781,8,0,A,501,51171,0,52
1686225941.845739,192.168.29.136,40630,3880442131,4040513229,8,0,A,501,49722,0,52
1686225941.846725,192.168.29.136,40630,3880442131,4040513809,8,0,A,501,49107,0,52
1686225941.890251,192.168.29.136,40630,3880442131,4040513809,8,0,FA,501,49106,0,52
1686225942.440174,192.168.29.136,40638,777754815,0,10,0,S,64240,34760,0,60
1686225942.567656,192.168.29.136,40638,777754816,1221505498,8,0,A,502,853,0,52
1686225942.569378,192.168.29.136,40638,777754816,1221505498,8,0,PA,502,26671,0,205
1686225942.570522,192.168.29.136,40630,3880442132,4040513810,8,0,A,501,47578,0,52
1686225942.601902,192.168.29.136,40638,777754969,1221505670,8,0,A,501,231,0,52
1686225942.608338,192.168.29.136,40638,777754969,1221505681,8,0,A,501,186,0,52
1686225942.608653,192.168.29.136,40638,777754969,1221505681,8,0,FA,501,185,0,52
1686225949.206337,192.168.29.136,47058,172506376,0,10,0,S,64240,54304,0,60
1686225949.214117,192.168.29.136,47058,172506377,1738236297,8,0,A,502,26291,0,52
1686225949.236839,192.168.29.136,47058,172506377,1738236297,8,0,PA,502,25363,0,207
1686225949.237906,192.168.29.136,40638,777754970,1221505682,8,0,A,501,52460,0,52
1686225949.265770,192.168.29.136,47058,172506532,1738236471,8,0,A,501,25848,0,52
1686225949.277881,192.168.29.136,47058,172506532,1738237919,8,0,A,500,24400,0,52
1686225949.278965,192.168.29.136,47058,172506532,1738239367,8,0,A,501,22950,0,52
1686225949.279679,192.168.29.136,47058,172506532,1738240034,8,0,A,501,22259,0,52
1686225949.279951,192.168.29.136,47058,172506532,1738240034,8,0,FA,501,22258,0,52
1686225949.830022,192.168.29.136,47066,1251850794,0,10,0,S,64240,5151,0,60
1686225949.837129,192.168.29.136,47066,1251850795,1086564097,8,0,A,502,34228,0,52
1686225949.872161,192.168.29.136,47066,1251850795,1086564097,8,0,PA,502,45206,0,210
1686225950.017372,192.168.29.136,47058,172506533,1738240035,8,0,A,501,21092,0,52
1686225950.080468,192.168.29.136,47066,1251850953,1086564271,8,0,A,501,33431,0,52
1686225950.119254,192.168.29.136,47066,1251850953,1086565719,8,0,A,501,31980,0,52
1686225950.302375,192.168.29.136,47066,1251850953,1086567167,8,0,A,501,30508,0,52
1686225950.324867,192.168.29.136,47066,1251850953,1086568615,8,0,A,501,29057,0,52
1686225950.336765,192.168.29.136,47066,1251850953,1086570063,8,0,A,501,27609,0,52
1686225950.359436,192.168.29.136,47066,1251850953,1086571511,8,0,A,501,26159,0,52
1686225950.370920,192.168.29.136,47066,1251850953,1086571888,8,0,A,501,25704,0,52
1686225950.371910,192.168.29.136,47066,1251850953,1086571888,8,0,FA,501,25703,0,52
1686225950.383574,192.168.29.136,47066,1251850954,1086571888,11,0,A,501,8899,0,64
1686225950.490667,192.168.29.136,47066,1251850953,1086571888,8,0,FA,501,25379,0,52
1686225964.526874,192.168.29.136,46888,2132851414,0,10,0,S,64240,42556,0,60
1686225964.534263,192.168.29.136,46888,2132851415,2783717416,8,0,A,502,63507,0,52
1686225964.534824,192.168.29.136,46888,2132851415,2783717416,8,0,PA,502,55471,0,202
1686225964.546524,192.168.29.136,47066,1251850954,1086571889,8,0,A,501,62404,0,52
1686225964.572875,192.168.29.136,46888,2132851565,2783717589,8,0,A,501,63108,0,52
1686225964.585318,192.168.29.136,46888,2132851565,2783718110,8,0,A,501,62561,0,52
1686225964.586474,192.168.29.136,46888,2132851565,2783718110,8,0,FA,501,62559,0,52
1686225981.318295,192.168.29.136,57912,3506925023,0,10,0,S,64240,13468,0,60
1686225981.325571,192.168.29.136,57912,3506925024,778991530,8,0,A,502,27872,0,52
1686225981.348723,192.168.29.136,57912,3506925024,778991530,8,0,PA,502,30882,0,206
1686225981.350394,192.168.29.136,46888,2132851566,2783718111,8,0,A,501,29019,0,52
1686225981.371560,192.168.29.136,57912,3506925178,778991704,8,0,A,501,27451,0,52
1686225981.383874,192.168.29.136,57912,3506925178,778993152,8,0,A,501,26001,0,52
1686225981.396104,192.168.29.136,57912,3506925178,778993514,8,0,A,501,25605,0,52
1686225981.397333,192.168.29.136,57912,3506925178,778993514,8,0,FA,501,25603,0,52
1686225983.250995,192.168.29.136,57922,531686255,0,10,0,S,64240,26855,0,60
1686225983.259225,192.168.29.136,57922,531686256,4002106073,8,0,A,502,1590,0,52
1686225983.266034,192.168.29.136,57922,531686256,4002106073,8,0,PA,502,27408,0,205
1686225983.267362,192.168.29.136,57912,3506925179,778993515,8,0,A,501,21838,0,52
1686225983.302567,192.168.29.136,57922,531686409,4002106245,8,0,A,501,1181,0,52
1686225983.316325,192.168.29.136,57922,531686409,4002106256,8,0,A,501,1140,0,52
1686225983.329901,192.168.29.136,57922,531686409,4002106256,8,0,FA,501,1138,0,52
1686225985.616276,192.168.29.136,57928,497225234,0,10,0,S,64240,14064,0,60
1686225985.634463,192.168.29.136,57928,497225235,4184060089,8,0,A,502,23122,0,52
1686225985.646869,192.168.29.136,57928,497225235,4184060089,8,0,PA,502,26133,0,206
1686225985.647226,192.168.29.136,57922,531686410,4002106257,8,0,A,501,61998,0,52
1686225985.661199,192.168.29.136,57928,497225389,4184060263,8,0,A,501,22729,0,52
1686225985.668249,192.168.29.136,57928,497225389,4184061711,8,0,A,501,21280,0,52
1686225985.741229,192.168.29.136,57928,497225389,4184062073,8,0,A,501,20904,0,52
1686225985.835169,192.168.29.136,57928,497225389,4184062073,8,0,FA,501,20903,0,52
1686225985.847148,192.168.29.136,57928,497225390,4184062073,11,0,A,501,47331,0,64
