1987,8,12296,28,1
1988,8,12295,28,1
1989,8,12294,28,1
1990,8,12293,28,1
1991,8,12292,28,1
1992,8,12291,28,1
1993,8,12290,28,1
1994,8,12289,28,1
1995,8,12288,28,1
1996,8,12287,28,1
1997,8,12286,28,1
1998,8,12285,28,1
1999,8,12284,28,1
2000,8,12283,28,1
2001,8,12282,28,1
2002,8,12281,28,1
2003,8,12280,28,1
2004,8,12279,28,1
2005,8,12278,28,1
2006,8,12277,28,1
2007,8,12276,28,1
2008,8,12275,28,1
2009,8,12274,28,1
2010,8,12273,28,1
2011,8,12272,28,1
2012,8,12271,28,1
2013,8,12270,28,1
2014,8,12269,28,1
2015,8,12268,28,1
2016,8,12267,28,1
2017,8,12266,28,1
2018,8,12265,28,1
2019,8,12264,28,1
2020,8,12263,28,1
2021,8,12262,28,1
2022,8,12261,28,1
2023,8,12260,28,1
2024,8,12259,28,1
2025,8,12258,28,1
2026,8,12257,28,1
2027,8,12256,28,1
2028,8,12255,28,1
2029,8,12254,28,1
2030,8,12253,28,1
2031,8,12252,28,1
2032,8,12251,28,1
2033,8,12250,28,1
2034,8,12249,28,1
2035,8,12248,28,1
2036,8,12247,28,1
2037,8,12246,28,1
2038,8,12245,28,1
2039,8,12244,28,1
2040,8,12243,28,1
2041,8,12242,28,1
2042,8,12241,28,1
2043,8,12240,28,1
2044,8,12239,28,1
2045,8,12238,28,1
2046,8,12237,28,1
2047,8,12236,28,1
2048,8,12235,28,1
2049,8,12234,28,1
2050,8,12233,28,1
2051,8,12232,28,1
2052,8,12231,28,1
2053,8,12230,28,1
2054,8,12229,28,1
2055,8,12228,28,1
2056,8,12227,28,1
2057,8,12226,28,1
2058,8,12225,28,1
2059,8,12224,28,1
2060,8,12223,28,1
2061,8,12222,28,1
2062,8,12221,28,1
2063,8,12220,28,1
2064,8,12219,28,1
2065,8,12218,28,1
2066,8,12217,28,1
2067,8,12216,28,1
2068,8,12215,28,1
2069,8,12214,28,1
2070,8,12213,28,1
2071,8,12212,28,1
2072,8,12211,28,1
2073,8,12210,28,1
2074,8,12209,28,1
2075,8,12208,28,1
2076,8,12207,28,1
2077,8,12206,28,1
2078,8,12205,28,1
2079,8,12204,28,1
2080,8,12203,28,1
2081,8,12202,28,1
2082,8,12201,28,1
2083,8,12200,28,1
2084,8,12199,28,1
2085,8,12198,28,1
2086,8,12197,28,1
2087,8,12196,28,1
2088,8,12195,28,1
2089,8,12194,28,1
2090,8,12193,28,1
2091,8,12192,28,1
2092,8,12191,28,1
2093,8,12190,28,1
2094,8,12189,28,1
2095,8,12188,28,1
2096,8,12187,28,1
2097,8,12186,28,1
2098,8,12185,28,1
2099,8,12184,28,1
2100,8,12183,28,1
2101,8,12182,28,1
2102,8,12181,28,1
