1686220721.198351,in-event <InotifyEvent: src_path=b'FirewallRules.json', wd=1, mask=IN_OPEN, cookie=0, name=''>
1686220723.768588,192.168.29.136,47667,21,49827,41
1686220730.835994,192.168.29.136,47667,21,49827,41
1686220730.857306,192.168.29.136,47667,21,49827,41
1686220731.882698,192.168.29.136,47667,21,49827,41
1686220735.922013,192.168.29.136,47667,21,49827,41
1686220736.954479,192.168.29.136,47667,21,49827,41
1686220738.105902,192.168.29.136,47667,21,49827,41
1686220740.165078,192.168.29.136,47667,21,49827,41
1686220743.276631,192.168.29.136,47667,21,49827,41
1686220749.326633,192.168.29.136,47667,21,49827,41
1686220752.390026,192.168.29.136,47667,21,49827,41
1686220756.456544,192.168.29.136,47667,21,49827,41
1686220762.528684,192.168.29.136,47667,21,49827,41
1686220762.592830,192.168.29.136,47667,21,49827,41
1686220763.698353,192.168.29.136,47667,21,49827,41
1686220768.726616,192.168.29.136,47667,21,49827,41
1686220775.754625,192.168.29.136,47667,21,49827,41
1686220776.790097,192.168.29.136,47667,21,49827,41
1686220785.829650,192.168.29.136,47667,21,49827,41
1686220795.856784,192.168.29.136,47667,21,49827,41
1686220795.904430,192.168.29.136,47667,21,49827,41
1686220801.017885,192.168.29.136,47667,21,49827,41
1686220807.049012,192.168.29.136,47667,21,49827,41
1686220810.092888,192.168.29.136,47667,21,49827,41
1686220819.123065,192.168.29.136,47667,21,49827,41
1686220829.396771,192.168.29.136,47667,21,49827,41
1686220838.611108,192.168.29.136,47667,21,49827,41
1686220841.661356,192.168.29.136,47667,21,49827,41
1686220851.747876,192.168.29.136,47667,21,49827,41
1686220861.794053,192.168.29.136,47667,21,49827,41
1686220870.823310,192.168.29.136,47667,21,49827,41
1686220870.853230,192.168.29.136,47667,21,49827,41
1686220872.924787,192.168.29.136,47667,21,49827,41
1686220875.953749,192.168.29.136,47667,21,49827,41
1686220886.080322,192.168.29.136,47667,21,49827,41
1686220891.262897,192.168.29.136,47667,21,49827,41
