1686220718.272828,140281517713088,in-event <InotifyEvent: src_path=b'ProxyConfig.json', wd=1, mask=IN_OPEN, cookie=0, name=''>
1686220718.275060,140281937211456,creating proxy: proxy1
1686220718.282445,140281937211456,creating proxy: proxy2
1686220723.782193,140281282295488,UDP,12.801119000869221,13,192.168.29.136,47667,0,0,0
1686220730.849460,140281282295488,UDP,7.368915999904857,13,192.168.29.136,47667,0,0,0
1686220730.876714,140281282295488,UDP,7.569239000076777,13,192.168.29.136,47667,0,0,0
1686220731.896389,140281282295488,UDP,7.258218000060879,13,192.168.29.136,47667,0,0,0
1686220735.930464,140281282295488,UDP,7.55812799980049,13,192.168.29.136,47667,0,0,0
1686220737.055155,140281282295488,UDP,49.681597000017064,13,192.168.29.136,47667,0,0,0
1686220738.155551,140281282295488,UDP,38.43371000039042,13,192.168.29.136,47667,0,0,0
1686220740.171610,140281282295488,UDP,5.809551999846008,13,192.168.29.136,47667,0,0,0
1686220743.296233,140281282295488,UDP,7.6482520016725175,13,192.168.29.136,47667,0,0,0
1686220749.366650,140281282295488,UDP,7.197110000561224,13,192.168.29.136,47667,0,0,0
1686220752.431845,140281282295488,UDP,7.616445000167005,13,192.168.29.136,47667,0,0,0
1686220756.474795,140281282295488,UDP,17.36031600012211,13,192.168.29.136,47667,0,0,0
1686220762.568251,140281282295488,UDP,22.711968998919474,13,192.168.29.136,47667,0,0,0
1686220762.616604,140281282295488,UDP,23.033907000353793,13,192.168.29.136,47667,0,0,0
1686220763.705579,140281282295488,UDP,6.6152960007457295,13,192.168.29.136,47667,0,0,0
1686220768.739437,140281282295488,UDP,6.564120998518774,13,192.168.29.136,47667,0,0,0
1686220775.767765,140281282295488,UDP,7.24928199997521,13,192.168.29.136,47667,0,0,0
1686220776.803524,140281282295488,UDP,7.285305000550579,13,192.168.29.136,47667,0,0,0
1686220785.837508,140281282295488,UDP,6.98978999935207,13,192.168.29.136,47667,0,0,0
1686220795.875776,140281282295488,UDP,7.316335000723484,13,192.168.29.136,47667,0,0,0
1686220795.984123,140281282295488,UDP,7.8988450004544575,13,192.168.29.136,47667,0,0,0
1686220801.036570,140281282295488,UDP,6.847176000519539,13,192.168.29.136,47667,0,0,0
1686220807.072807,140281282295488,UDP,6.820414999310742,13,192.168.29.136,47667,0,0,0
1686220810.106615,140281282295488,UDP,7.507529000577051,13,192.168.29.136,47667,0,0,0
1686220819.326999,140281282295488,UDP,7.63858599930245,13,192.168.29.136,47667,0,0,0
1686220829.584522,140281282295488,UDP,170.60126199976366,13,192.168.29.136,47667,0,0,0
1686220838.640806,140281282295488,UDP,7.044673999189399,13,192.168.29.136,47667,0,0,0
1686220841.728491,140281282295488,UDP,33.67709099984495,13,192.168.29.136,47667,0,0,0
1686220851.766820,140281282295488,UDP,7.011329998931615,13,192.168.29.136,47667,0,0,0
1686220861.807803,140281282295488,UDP,7.399359999908484,13,192.168.29.136,47667,0,0,0
1686220870.845927,140281282295488,UDP,21.955910000542644,13,192.168.29.136,47667,0,0,0
1686220870.870187,140281282295488,UDP,16.363424001610838,13,192.168.29.136,47667,0,0,0
1686220872.942538,140281282295488,UDP,17.09162900078809,13,192.168.29.136,47667,0,0,0
1686220875.998814,140281282295488,UDP,28.365485999529483,13,192.168.29.136,47667,0,0,0
