2395,8,11888,28,1
2396,8,11887,28,1
2397,8,11886,28,1
2398,8,11885,28,1
2399,8,11884,28,1
2400,8,11883,28,1
2401,8,11882,28,1
2402,8,11881,28,1
2403,8,11880,28,1
2404,8,11879,28,1
2405,8,11878,28,1
2406,8,11877,28,1
2407,8,11876,28,1
2408,8,11875,28,1
2409,8,11874,28,1
2410,8,11873,28,1
2411,8,11872,28,1
2412,8,11871,28,1
2413,8,11870,28,1
2414,8,11869,28,1
2415,8,11868,28,1
2416,8,11867,28,1
2417,8,11866,28,1
2418,8,11865,28,1
2419,8,11864,28,1
2420,8,11863,28,1
2421,8,11862,28,1
2422,8,11861,28,1
2423,8,11860,28,1
2424,8,11859,28,1
2425,8,11858,28,1
2426,8,11857,28,1
2427,8,11856,28,1
2428,8,11855,28,1
2429,8,11854,28,1
2430,8,11853,28,1
2431,8,11852,28,1
2432,8,11851,28,1
2433,8,11850,28,1
2434,8,11849,28,1
2435,8,11848,28,1
2436,8,11847,28,1
2437,8,11846,28,1
2438,8,11845,28,1
2439,8,11844,28,1
2440,8,11843,28,1
2441,8,11842,28,1
2442,8,11841,28,1
2443,8,11840,28,1
2444,8,11839,28,1
2445,8,11838,28,1
2446,8,11837,28,1
2447,8,11836,28,1
2448,8,11835,28,1
2449,8,11834,28,1
2450,8,11833,28,1
2451,8,11832,28,1
2452,8,11831,28,1
2453,8,11830,28,1
2454,8,11829,28,1
2455,8,11828,28,1
2456,8,11827,28,1
2457,8,11826,28,1
2458,8,11825,28,1
2459,8,11824,28,1
2460,8,11823,28,1
2461,8,11822,28,1
2462,8,11821,28,1
2463,8,11820,28,1
2464,8,11819,28,1
2465,8,11818,28,1
2466,8,11817,28,1
2467,8,11816,28,1
2468,8,11815,28,1
2469,8,11814,28,1
2470,8,11813,28,1
2471,8,11812,28,1
2472,8,11811,28,1
2473,8,11810,28,1
2474,8,11809,28,1
2475,8,11808,28,1
2476,8,11807,28,1
2477,8,11806,28,1
2478,8,11805,28,1
2479,8,11804,28,1
2480,8,11803,28,1
2481,8,11802,28,1
2482,8,11801,28,1
2483,8,11800,28,1
2484,8,11799,28,1
2485,8,11798,28,1
2486,8,11797,28,1
2487,8,11796,28,1
2488,8,11795,28,1
2489,8,11794,28,1
2490,8,11793,28,1
2491,8,11792,28,1
2492,8,11791,28,1
2493,8,11790,28,1
2494,8,11789,28,1
2495,8,11788,28,1
2496,8,11787,28,1
2497,8,11786,28,1
2498,8,11785,28,1
2499,8,11784,28,1
2500,8,11783,28,1
2501,8,11782,28,1
2502,8,11781,28,1
2503,8,11780,28,1
2504,8,11779,28,1
2505,8,11778,28,1
2506,8,11777,28,1
2507,8,11776,28,1
2508,8,11775,28,1
2509,8,11774,28,1
2510,8,11773,28,1
2511,8,11772,28,1
2512,8,11771,28,1
2513,8,11770,28,1
2514,8,11769,28,1
2515,8,11768,28,1
2516,8,11767,28,1
2517,8,11766,28,1
2518,8,11765,28,1
2519,8,11764,28,1
2520,8,11763,28,1
2521,8,11762,28,1
2522,8,11761,28,1
2523,8,11760,28,1
2524,8,11759,28,1
2525,8,11758,28,1
2526,8,11757,28,1
2527,8,11756,28,1
2528,8,11755,28,1
2529,8,11754,28,1
2530,8,11753,28,1
2531,8,11752,28,1
2532,8,11751,28,1
2533,8,11750,28,1
2534,8,11749,28,1
2535,8,11748,28,1
2536,8,11747,28,1
2537,8,11746,28,1
2538,8,11745,28,1
2539,8,11744,28,1
2540,8,11743,28,1
2541,8,11742,28,1
2542,8,11741,28,1
2543,8,11740,28,1
2544,8,11739,28,1
2545,8,11738,28,1
2546,8,11737,28,1
2547,8,11736,28,1
2548,8,11735,28,1
2549,8,11734,28,1
2550,8,11733,28,1
2551,8,11732,28,1
2552,8,11731,28,1
2553,8,11730,28,1
2554,8,11729,28,1
2555,8,11728,28,1
2556,8,11727,28,1
2557,8,11726,28,1
2558,8,11725,28,1
2559,8,11724,28,1
2560,8,11723,28,1
2561,8,11722,28,1
2562,8,11721,28,1
2563,8,11720,28,1
2564,8,11719,28,1
2565,8,11718,28,1
2566,8,11717,28,1
2567,8,11716,28,1
2568,8,11715,28,1
2569,8,11714,28,1
2570,8,11713,28,1
2571,8,11712,28,1
2572,8,11711,28,1
2573,8,11710,28,1
2574,8,11709,28,1
2575,8,11708,28,1
2576,8,11707,28,1
2577,8,11706,28,1
2578,8,11705,28,1
