2975,790628283,152464345,5,0,S,512,11879,0,40,1
2976,843279557,1747290883,5,0,S,512,18431,0,40,1
2977,2037089543,166710354,5,0,S,512,1403,0,40,1
2978,1010423149,1405987076,5,0,S,512,52149,0,40,1
2979,1137996659,1815766091,5,0,S,512,21088,0,40,1
2980,562763122,509316626,5,0,S,512,63169,0,40,1
2981,1474990140,2114231250,5,0,S,512,55341,0,40,1
2982,230997489,1169174858,5,0,S,512,38778,0,40,1
2983,1381695083,1963984680,5,0,S,512,3371,0,40,1
2984,1395221481,1976281780,5,0,S,512,662,0,40,1
2985,2083733432,619426415,5,0,S,512,18145,0,40,1
2986,525262714,1462705972,5,0,S,512,25850,0,40,1
2987,1792696002,1352311868,5,0,S,512,7090,0,40,1
2988,130133394,215251369,5,0,S,512,40531,0,40,1
2989,1974122270,1353248028,5,0,S,512,28565,0,40,1
2990,580102491,1916011150,5,0,S,512,39281,0,40,1
2991,378484379,1243517642,5,0,S,512,45070,0,40,1
2992,735729626,1474515131,5,0,S,512,44493,0,40,1
2993,184856752,708726566,5,0,S,512,42246,0,40,1
2994,455374984,2103948047,5,0,S,512,5627,0,40,1
2995,1354395133,2040197832,5,0,S,512,44802,0,40,1
2996,258395978,417976898,5,0,S,512,4160,0,40,1
2997,909687707,63189252,5,0,S,512,45951,0,40,1
2998,1727689790,193322646,5,0,S,512,5318,0,40,1
2999,1804195302,19961268,5,0,S,512,453,0,40,1
3000,1548983256,600063759,5,0,S,512,32537,0,40,1
3001,1803087837,978548138,5,0,S,512,52931,0,40,1
3002,2023940019,1714277765,5,0,S,512,19981,0,40,1
3003,1266483412,1899134517,5,0,S,512,40540,0,40,1
3004,325527837,207025853,5,0,S,512,39548,0,40,1
3005,1360854042,1561420986,5,0,S,512,51984,0,40,1
3006,868123014,1819816965,5,0,S,512,33872,0,40,1
3007,1838097959,582021024,5,0,S,512,13322,0,40,1
3008,2012901124,162227167,5,0,S,512,34183,0,40,1
3009,255472011,1966422469,5,0,S,512,59983,0,40,1
3010,1998774574,1367922077,5,0,S,512,23191,0,40,1
3011,1363120991,1023526266,5,0,S,512,62194,0,40,1
3012,1970985051,899982638,5,0,S,512,45411,0,40,1
3013,1905880595,18982402,5,0,S,512,21307,0,40,1
3014,402019057,344510239,5,0,S,512,35707,0,40,1
3015,1002105566,1705364281,5,0,S,512,33425,0,40,1
3016,1494906260,426003647,5,0,S,512,42294,0,40,1
3017,258200203,116617959,5,0,S,512,32318,0,40,1
3018,1232167047,2129519083,5,0,S,512,53044,0,40,1
3019,251972889,237507446,5,0,S,512,56393,0,40,1
3020,1439223647,88798372,5,0,S,512,47853,0,40,1
3021,1079054517,1451919364,5,0,S,512,43630,0,40,1
3022,1697433526,1275420767,5,0,S,512,187,0,40,1
3023,1882606651,1033817714,5,0,S,512,4479,0,40,1
3024,1819430646,1435836771,5,0,S,512,42911,0,40,1
3025,1963280494,290458690,5,0,S,512,65273,0,40,1
3026,1521067680,1785364950,5,0,S,512,60531,0,40,1
3027,751188184,2043565153,5,0,S,512,42543,0,40,1
3028,563329712,1128248552,5,0,S,512,1425,0,40,1
3029,537698407,1380221441,5,0,S,512,17730,0,40,1
3030,331005923,671961441,5,0,S,512,36078,0,40,1
3031,1492235516,1751015958,5,0,S,512,407,0,40,1
3032,1529507728,1300965836,5,0,S,512,38886,0,40,1
3033,319278930,1036088840,5,0,S,512,17364,0,40,1
3034,1275516182,708035838,5,0,S,512,51623,0,40,1
3035,428780025,523832684,5,0,S,512,59848,0,40,1
3036,1287408149,2044900364,5,0,S,512,5428,0,40,1
3037,424556273,648604900,5,0,S,512,30247,0,40,1
3038,1825806003,1211934612,5,0,S,512,59034,0,40,1
3039,1061607521,1749633019,5,0,S,512,4613,0,40,1
3040,534916486,2080638942,5,0,S,512,2214,0,40,1
3041,97023823,1425390811,5,0,S,512,19207,0,40,1
3042,1111050524,807414891,5,0,S,512,61965,0,40,1
3043,1253014344,1126693822,5,0,S,512,54543,0,40,1
3044,281312231,254726356,5,0,S,512,27966,0,40,1
3045,745446890,683506382,5,0,S,512,27655,0,40,1
3046,1500040238,1970914531,5,0,S,512,31222,0,40,1
3047,1892514889,247987156,5,0,S,512,57910,0,40,1
3048,33587397,2073793160,5,0,S,512,18687,0,40,1
3049,1450392105,987917033,5,0,S,512,41855,0,40,1
3050,2099934607,1522833519,5,0,S,512,62456,0,40,1
3051,1273954902,1619857342,5,0,S,512,6997,0,40,1
3052,51507508,583424218,5,0,S,512,27134,0,40,1
3053,130025950,1836438563,5,0,S,512,34476,0,40,1
3054,1244633232,2117750794,5,0,S,512,10462,0,40,1
3055,919792704,715714036,5,0,S,512,40497,0,40,1
3056,1118784860,68270627,5,0,S,512,35744,0,40,1
3057,1215193732,1960785516,5,0,S,512,33697,0,40,1
3058,1960207505,1994372913,5,0,S,512,53861,0,40,1
3059,1769672243,1297281370,5,0,S,512,9090,0,40,1
3060,1181286352,1249732330,5,0,S,512,57915,0,40,1
3061,526055755,376203584,5,0,S,512,16777,0,40,1
3062,1296215970,427711092,5,0,S,512,26883,0,40,1
3063,726307428,557737042,5,0,S,512,38554,0,40,1
3064,1283092708,1802370274,5,0,S,512,46121,0,40,1
3065,2094604344,574679330,5,0,S,512,12643,0,40,1
3066,1442138715,1693464190,5,0,S,512,40471,0,40,1
3067,613103969,761174275,5,0,S,512,46471,0,40,1
3068,32056379,573898132,5,0,S,512,37863,0,40,1
3069,1524801950,196086727,5,0,S,512,50651,0,40,1
3070,1857980906,1377373079,5,0,S,512,33657,0,40,1
3071,1566509733,1903428835,5,0,S,512,64373,0,40,1
3072,747412255,1052161157,5,0,S,512,7913,0,40,1
3073,511738996,1778468585,5,0,S,512,34288,0,40,1
3074,2112504299,914077645,5,0,S,512,11184,0,40,1
3075,1536053101,861198341,5,0,S,512,9080,0,40,1
3076,1675315940,155853408,5,0,S,512,65378,0,40,1
3077,1882849405,768957377,5,0,S,512,57213,0,40,1
3078,1903684739,801013757,5,0,S,512,52243,0,40,1
3079,1771409337,178332059,5,0,S,512,46142,0,40,1
3080,788931658,2036312965,5,0,S,512,24979,0,40,1
3081,1056186309,1455339050,5,0,S,512,28197,0,40,1
3082,1699644545,55267658,5,0,S,512,39777,0,40,1
3083,623330225,567006654,5,0,S,512,31075,0,40,1
3084,104752947,532027305,5,0,S,512,13556,0,40,1
3085,1388545944,2068080407,5,0,S,512,7436,0,40,1
3086,1099534624,1595912699,5,0,S,512,62973,0,40,1
3087,356503846,1331278456,5,0,S,512,61833,0,40,1
3088,374647343,1087479547,5,0,S,512,14704,0,40,1
3089,966688972,711405237,5,0,S,512,50744,0,40,1
3090,1754817329,1500336895,5,0,S,512,24968,0,40,1
3091,1772835118,409039557,5,0,S,512,37821,0,40,1
3092,1546798093,2108684102,5,0,S,512,50310,0,40,1
3093,225438578,584530679,5,0,S,512,33547,0,40,1
3094,682547647,689283626,5,0,S,512,3085,0,40,1
3095,2053734362,2077829571,5,0,S,512,14809,0,40,1
3096,2138635770,1029880547,5,0,S,512,25599,0,40,1
3097,231906938,1386384393,5,0,S,512,20159,0,40,1
3098,1241619132,1761031736,5,0,S,512,21961,0,40,1
3099,904861435,580237060,5,0,S,512,45873,0,40,1
3100,746435797,187570742,5,0,S,512,54013,0,40,1
3101,476839476,1960405860,5,0,S,512,57045,0,40,1
3102,1662582206,1359720305,5,0,S,512,30814,0,40,1
3103,756108945,1585158883,5,0,S,512,25776,0,40,1
3104,416642339,120222883,5,0,S,512,53226,0,40,1
3105,609203038,26473597,5,0,S,512,3057,0,40,1
3106,722360496,17625719,5,0,S,512,25196,0,40,1
