54322,3447746112,0,10,0,S,64240,18390,0,60,0
54336,1540439235,0,10,0,S,64240,60146,0,60,0
54348,2676371584,0,10,0,S,64240,45938,0,60,0
54352,4237901144,0,10,0,S,64240,18817,0,60,0
54360,3663633358,0,10,0,S,64240,3387,0,60,0
54322,3447746113,1936777581,8,0,A,502,54194,0,52,0
54322,3447746113,1936777581,8,0,PA,502,34731,0,223,0
54336,1540439236,662373524,8,0,A,502,40860,0,52,0
54336,1540439236,662373524,8,0,PA,502,1143,0,205,0
54348,2676371585,557872298,8,0,A,502,65088,0,52,0
54348,2676371585,557872298,8,0,PA,502,25371,0,205,0
54352,4237901145,3885490565,8,0,A,502,24860,0,52,0
54352,4237901145,3885490565,8,0,PA,502,27871,0,206,0
54360,3663633359,2625512216,8,0,A,502,11870,0,52,0
54360,3663633359,2625512216,8,0,PA,502,10943,0,207,0
54336,1540439389,662373696,8,0,A,501,40260,0,52,0
54322,3447746284,1936777756,8,0,A,501,53567,0,52,0
54322,3447746284,1936779204,8,0,A,500,52120,0,52,0
54322,3447746284,1936780652,8,0,A,492,50680,0,52,0
54322,3447746284,1936782100,8,0,A,501,49221,0,52,0
54322,3447746284,1936783548,8,0,A,496,47778,0,52,0
54322,3447746284,1936784996,8,0,A,501,46312,0,52,0
54322,3447746284,1936786444,8,0,A,501,44863,0,52,0
54322,3447746284,1936787892,8,0,A,501,43413,0,52,0
54322,3447746284,1936789340,8,0,A,501,41963,0,52,0
54322,3447746284,1936790788,8,0,A,496,40520,0,52,0
54348,2676371738,557872470,8,0,A,501,64464,0,52,0
54352,4237901299,3885490739,8,0,A,501,24223,0,52,0
54352,4237901299,3885492187,8,0,A,500,22775,0,52,0
54322,3447746284,1936790788,11,0,A,501,23692,0,64,0
54336,1540439389,662373707,8,0,A,501,40031,0,52,0
54336,1540439389,662373707,8,0,FA,501,40029,0,52,0
54322,3447746284,1936793684,8,0,A,496,37396,0,52,0
54322,3447746284,1936796580,8,0,A,521,34441,0,52,0
54360,3663633514,2625512390,8,0,A,501,10984,0,52,0
54322,3447746284,1936799476,8,0,A,521,31517,0,52,0
54360,3663633514,2625513838,8,0,A,501,9500,0,52,0
54360,3663633514,2625515286,8,0,A,501,8052,0,52,0
54322,3447746284,1936802372,8,0,A,521,28591,0,52,0
54322,3447746284,1936803618,8,0,A,528,27302,0,52,0
54322,3447746284,1936803618,8,0,FA,528,27300,0,52,0
54336,1540439390,662373708,8,0,A,501,39865,0,52,0
54322,3447746285,1936803619,8,0,A,528,27294,0,52,0
54352,4237901299,3885492550,8,0,FA,501,21991,0,52,0
54348,2676371738,557872482,8,0,FA,501,63968,0,52,0
54336,1540439390,662373708,11,0,A,501,2856,0,64,0
54336,1540439389,662373708,8,0,FA,501,39603,0,52,0
54360,3663633514,2625515953,8,0,A,501,6899,0,52,0
54360,3663633514,2625515953,8,0,FA,501,6897,0,52,0
54322,3447746284,1936803619,8,0,FA,528,27071,0,52,0
54352,4237901299,3885492550,8,0,FA,501,21757,0,52,0
54348,2676371738,557872482,8,0,FA,501,63732,0,52,0
54360,3663633514,2625515953,8,0,FA,501,6664,0,52,0
48250,4286546258,0,10,0,S,64240,54907,0,60,0
48250,4286546259,1516928324,8,0,A,502,39803,0,52,0
48250,4286546259,1516928324,8,0,PA,502,38875,0,207,0
54360,3663633515,2625515954,8,0,A,501,38677,0,52,0
48250,4286546414,1516928498,8,0,A,501,39415,0,52,0
48250,4286546414,1516929946,8,0,A,501,37965,0,52,0
48250,4286546414,1516931394,8,0,A,501,36516,0,52,0
48250,4286546414,1516932061,8,0,A,501,35824,0,52,0
48250,4286546414,1516932061,8,0,FA,501,35823,0,52,0
48262,3169799621,0,10,0,S,64240,18419,0,60,0
48262,3169799622,3797562964,8,0,A,502,51058,0,52,0
48262,3169799622,3797562964,8,0,PA,502,31595,0,223,0
48250,4286546415,1516932062,8,0,A,501,33544,0,52,0
48262,3169799793,3797563139,8,0,A,501,50380,0,52,0
48262,3169799793,3797566035,8,0,A,496,47488,0,52,0
48262,3169799793,3797567483,8,0,A,501,46035,0,52,0
48262,3169799793,3797568931,8,0,A,501,44586,0,52,0
48262,3169799793,3797570379,8,0,A,501,43137,0,52,0
48262,3169799793,3797571827,8,0,A,501,41687,0,52,0
48262,3169799793,3797571827,11,0,A,501,64368,0,64,0
48262,3169799793,3797573275,8,0,A,501,40051,0,52,0
48262,3169799793,3797574723,8,0,A,501,38603,0,52,0
48262,3169799793,3797576171,8,0,A,501,37153,0,52,0
48262,3169799793,3797579067,8,0,A,496,34237,0,52,0
48262,3169799793,3797581963,8,0,A,521,31303,0,52,0
48262,3169799793,3797583411,8,0,A,528,29846,0,52,0
48262,3169799793,3797584859,8,0,A,521,28405,0,52,0
48262,3169799793,3797587755,8,0,A,521,25497,0,52,0
48262,3169799793,3797589001,8,0,A,528,24156,0,52,0
48262,3169799793,3797589001,8,0,FA,528,24154,0,52,0
48262,3169799793,3797589001,8,0,FA,528,23922,0,52,0
48266,1073222012,0,10,0,S,64240,61129,0,60,0
48266,1073222013,1004590481,8,0,A,502,25325,0,52,0
48266,1073222013,1004590481,8,0,PA,502,24398,0,207,0
48262,3169799794,3797589002,8,0,A,528,15335,0,52,0
48266,1073222168,1004590655,8,0,A,501,24919,0,52,0
48266,1073222168,1004592103,8,0,A,501,23469,0,52,0
48266,1073222168,1004593551,8,0,A,501,22020,0,52,0
