1686213252.713855,in-event <InotifyEvent: src_path=b'FirewallRules.json', wd=1, mask=IN_OPEN, cookie=0, name=''>
1686213257.050601,192.168.29.136,34189,1028,0,158
1686213257.849223,192.168.29.136,33933,1028,256,158
1686213258.880057,192.168.29.136,33677,1028,512,158
1686213259.888820,192.168.29.136,33421,1028,768,158
1686213260.859815,192.168.29.136,33165,1028,1024,158
1686213262.959296,192.168.29.136,23401,2564,0,182
1686213263.946001,192.168.29.136,23145,2564,256,182
1686213264.944418,192.168.29.136,22889,2564,512,182
1686213266.004404,192.168.29.136,22633,2564,768,182
1686213267.009642,192.168.29.136,22377,2564,1024,182
1686213267.979107,192.168.29.136,22121,2564,1280,182
1686213268.950641,192.168.29.136,21865,2564,1536,182
1686213269.951977,192.168.29.136,21609,2564,1792,182
1686213270.952610,192.168.29.136,21353,2564,2048,182
1686213271.946129,192.168.29.136,21097,2564,2304,182
1686213272.954115,192.168.29.136,20841,2564,2560,182
1686213273.948737,192.168.29.136,20585,2564,2816,182
1686213274.952178,192.168.29.136,20329,2564,3072,182
1686213280.058547,192.168.29.136,22123,4356,0,124
1686213281.047994,192.168.29.136,21867,4356,256,124
1686213282.056788,192.168.29.136,21611,4356,512,124
1686213283.126411,192.168.29.136,21355,4356,768,124
1686213284.054008,192.168.29.136,21099,4356,1024,124
1686213285.097323,192.168.29.136,20843,4356,1280,124
1686213286.050849,192.168.29.136,20587,4356,1536,124
1686213287.145807,192.168.29.136,20331,4356,1792,124
1686213288.045793,192.168.29.136,20075,4356,2048,124
1686213289.049996,192.168.29.136,19819,4356,2304,124
1686213290.080581,192.168.29.136,19563,4356,2560,124
1686213291.099055,192.168.29.136,19307,4356,2816,124
1686213292.102014,192.168.29.136,19051,4356,3072,124
1686213293.101918,192.168.29.136,18795,4356,3328,124
1686213294.050219,192.168.29.136,18539,4356,3584,124
1686213298.236335,192.168.29.136,60679,5892,0,190
1686213299.235356,192.168.29.136,60423,5892,256,190
1686213300.200283,192.168.29.136,60167,5892,512,190
1686213301.179281,192.168.29.136,59911,5892,768,190
1686213302.191707,192.168.29.136,59655,5892,1024,190
1686213303.224298,192.168.29.136,59399,5892,1280,190
1686213304.178047,192.168.29.136,59143,5892,1536,190
1686213305.183688,192.168.29.136,58887,5892,1792,190
1686213306.179432,192.168.29.136,58631,5892,2048,190
1686213307.181844,192.168.29.136,58375,5892,2304,190
1686213308.183513,192.168.29.136,58119,5892,2560,190
1686213309.179053,192.168.29.136,57863,5892,2816,190
1686213310.193849,192.168.29.136,57607,5892,3072,190
