13305.222393449,1124,3002,8,13159,28,1
13305.223338096,1125,3002,8,13158,28,1
13305.229194055,1126,3002,8,13157,28,1
13305.229972293,1127,3002,8,13156,28,1
13305.230294027,1128,3002,8,13155,28,1
13305.23048149,1129,3002,8,13154,28,1
13305.23646267,1130,3002,8,13153,28,1
13305.237190946,1131,3002,8,13152,28,1
13305.248554579,1132,3002,8,13151,28,1
13305.259877833,1133,3002,8,13150,28,1
13305.260605813,1134,3002,8,13149,28,1
13305.272278106,1135,3002,8,13148,28,1
13305.284254881,1136,3002,8,13147,28,1
13305.300920873,1137,3002,8,13146,28,1
13305.311977035,1138,3002,8,13145,28,1
13305.312710502,1139,3002,8,13144,28,1
13305.313293916,1140,3002,8,13143,28,1
13305.313747534,1141,3002,8,13142,28,1
13305.330075241,1142,3002,8,13141,28,1
13305.34113059,1143,3002,8,13140,28,1
13305.347104274,1144,3002,8,13139,28,1
13305.347801775,1145,3002,8,13138,28,1
13305.364011203,1146,3002,8,13137,28,1
13305.380453276,1147,3002,8,13136,28,1
13305.385806507,1148,3002,8,13135,28,1
13305.403083716,1150,3002,8,13133,28,1
13305.414359003,1151,3002,8,13132,28,1
13305.425414428,1152,3002,8,13131,28,1
13305.436517673,1153,3002,8,13130,28,1
13305.447586091,1154,3002,8,13129,28,1
13305.458232451,1155,3002,8,13128,28,1
13305.47462248,1156,3002,8,13127,28,1
13305.475312761,1157,3002,8,13126,28,1
13305.475978718,1158,3002,8,13125,28,1
13305.486843105,1159,3002,8,13124,28,1
13305.497899668,1160,3002,8,13123,28,1
13305.50900599,1161,3002,8,13122,28,1
13305.520339459,1162,3002,8,13121,28,1
13305.536607817,1163,3002,8,13120,28,1
13305.547648293,1164,3002,8,13119,28,1
13305.558580411,1165,3002,8,13118,28,1
13305.574809619,1166,3002,8,13117,28,1
13305.586055959,1167,3002,8,13116,28,1
13305.586748237,1168,3002,8,13115,28,1
13305.587084394,1169,3002,8,13114,28,1
13305.587343364,1170,3002,8,13113,28,1
13305.592687585,1171,3002,8,13112,28,1
13305.598580376,1172,3002,8,13111,28,1
13305.609719895,1173,3002,8,13110,28,1
13305.615872463,1174,3002,8,13109,28,1
13305.616836633,1175,3002,8,13108,28,1
13305.623414866,1176,3002,8,13107,28,1
13305.634887556,1177,3002,8,13106,28,1
13305.651467394,1178,3002,8,13105,28,1
