14234.094950651,57994,3001,3845693961,0,10,0,S,64240,40758,0,60,0
14234.11309587,57994,3001,3845693962,2357368678,8,0,A,502,43388,0,52,0
14234.125111507,57994,3001,3845693962,2357368678,8,0,PA,502,46399,0,206,0
14234.154403763,57994,3001,3845694116,2357368852,8,0,A,501,42957,0,52,0
14234.155264219,57994,3001,3845694116,2357370300,8,0,A,501,41507,0,52,0
14234.156123251,57994,3001,3845694116,2357370662,8,0,A,501,41133,0,52,0
14234.156609248,57994,3001,3845694116,2357370662,8,0,FA,501,41132,0,52,0
14236.168946363,58002,3001,2686074422,0,10,0,S,64240,16379,0,60,0
14236.18121368,58002,3001,2686074423,3464902244,8,0,A,502,24880,0,52,0
14236.182248478,58002,3001,2686074423,3464902244,8,0,PA,502,23953,0,207,0
14236.182527439,57994,3001,3845694117,2357370663,8,0,A,501,37077,0,52,0
14236.209501059,58002,3001,2686074578,3464902418,8,0,A,501,24496,0,52,0
14236.21054272,58002,3001,2686074578,3464903866,8,0,A,500,23049,0,52,0
14236.211190417,58002,3001,2686074578,3464905314,8,0,A,501,21598,0,52,0
14236.211572313,58002,3001,2686074578,3464905981,8,0,A,501,20909,0,52,0
14236.211757721,58002,3001,2686074578,3464905981,8,0,FA,501,20908,0,52,0
14277.221703882,36442,3001,109728548,0,10,0,S,64240,30840,0,60,0
14277.239964061,36442,3001,109728549,3091180373,8,0,A,502,39590,0,52,0
14277.246506254,36442,3001,109728549,3091180373,8,0,PA,502,52580,0,215,0
14277.247531852,58002,3001,2686074579,3464905982,8,0,A,501,4380,0,52,0
14277.274387602,36442,3001,109728712,3091180547,8,0,A,501,39153,0,52,0
14277.274591593,36442,3001,109728712,3091181995,8,0,A,501,37703,0,52,0
14277.281416852,36442,3001,109728712,3091184891,8,0,A,496,34810,0,52,0
14277.287423941,36442,3001,109728712,3091187787,8,0,A,481,31929,0,52,0
14277.288397134,36442,3001,109728712,3091189235,8,0,A,474,30487,0,52,0
14277.289043426,36442,3001,109728712,3091189815,8,0,A,470,29910,0,52,0
14277.28964036,36442,3001,109728712,3091189815,8,0,FA,501,29878,0,52,0
14284.862639807,49842,3001,176136313,0,10,0,S,64240,2587,0,60,0
14284.875815445,49842,3001,176136314,3431460837,8,0,A,502,2656,0,52,0
14284.882674776,49842,3001,176136314,3431460837,8,0,PA,502,1729,0,207,0
14284.883776497,36442,3001,109728713,3091189816,8,0,A,501,14675,0,52,0
14284.907892734,49842,3001,176136469,3431461011,8,0,A,501,2254,0,52,0
14284.908957482,49842,3001,176136469,3431462459,8,0,A,501,805,0,52,0
14284.909677376,49842,3001,176136469,3431463907,8,0,A,496,64896,0,52,0
14284.910554966,49842,3001,176136469,3431464574,8,0,A,501,64209,0,52,0
14284.911361809,49842,3001,176136469,3431464574,8,0,FA,501,64208,0,52,0
14286.753326674,50918,3001,861529680,0,10,0,S,64240,59864,0,60,0
14286.765383122,50918,3001,861529681,2629151280,8,0,A,502,1477,0,52,0
14286.765835721,50918,3001,861529681,2629151280,8,0,PA,502,14467,0,215,0
14286.772247048,49842,3001,176136470,3431464575,8,0,A,501,60492,0,52,0
14286.784035346,50918,3001,861529844,2629151454,8,0,A,501,1087,0,52,0
14286.790124286,50918,3001,861529844,2629154350,8,0,A,496,63729,0,52,0
14286.790742672,50918,3001,861529844,2629155798,8,0,A,489,62286,0,52,0
14286.791260084,50918,3001,861529844,2629157246,8,0,A,481,60846,0,52,0
14286.808121186,50918,3001,861529844,2629158694,8,0,A,474,59403,0,52,0
14286.809354048,50918,3001,861529844,2629160142,8,0,A,466,57963,0,52,0
14286.815501301,50918,3001,861529844,2629160722,8,0,A,501,57346,0,52,0
14286.816836695,50918,3001,861529844,2629160722,8,0,FA,501,57345,0,52,0
14288.421996373,52714,3001,2035681119,0,10,0,S,64240,36249,0,60,0
14288.429168862,52714,3001,2035681120,1306152343,8,0,A,502,49000,0,52,0
14288.435499115,52714,3001,2035681120,1306152343,8,0,PA,502,59977,0,210,0
14288.436438959,50918,3001,861529845,2629160723,8,0,A,501,54054,0,52,0
14288.462181826,52714,3001,2035681278,1306152517,8,0,A,501,48610,0,52,0
14288.473643342,52714,3001,2035681278,1306153965,8,0,A,501,47160,0,52,0
14288.474483264,52714,3001,2035681278,1306155413,8,0,A,496,45715,0,52,0
14288.475126298,52714,3001,2035681278,1306156861,8,0,A,489,44273,0,52,0
14288.481033209,52714,3001,2035681278,1306158309,8,0,A,481,42830,0,52,0
